baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_ensembl,gene,ensembl
18.9333151383779,24.412076719619,2.0697463322443,11.7947191592064,4.15584692459438e-32,1.08052020039454e-28,PCCA_ENSG00000175198,PCCA,ENSG00000175198
18.329718480896,24.5411115415784,2.17438843582774,11.2864431843044,1.53107836760205e-29,1.99040187788266e-26,AREL1_ENSG00000119682,AREL1,ENSG00000119682
11.4090721728572,22.7774462418058,2.13537388861181,10.6667250935681,1.45670367401808e-26,1.26247651748233e-23,ASTN2_ENSG00000148219,ASTN2,ENSG00000148219
3.83190267872218,22.5140441694623,2.1830393064419,10.3131648170631,6.14439293844171e-25,3.59113460911889e-22,SNTG1_ENSG00000147481,SNTG1,ENSG00000147481
3.55395395109739,-22.1607457987642,2.15112526099882,-10.3019318310057,6.90602809445941e-25,3.59113460911889e-22,MIB2_ENSG00000197530,MIB2,ENSG00000197530
8.40301121848098,22.9852195752691,2.24991788844876,10.2160259684484,1.68091404475237e-24,7.28396086059359e-22,ACTN4_ENSG00000130402,ACTN4,ENSG00000130402
19.7244203630662,23.6206565141408,2.31730514046816,10.1931576043407,2.12739860271912e-24,7.90176623867101e-22,ECE1_ENSG00000117298,ECE1,ENSG00000117298
5.67798804768087,22.7932886487003,2.26825359678398,10.0488272920706,9.29671290708783e-24,3.02143169480354e-21,VPS35L_ENSG00000103544,VPS35L,ENSG00000103544
1.13256715439969,20.8407872160329,2.15904015115695,9.65280205875983,4.78305816620182e-22,1.38177235912497e-19,ACAT1_ENSG00000075239,ACAT1,ENSG00000075239
6.58466708162242,22.3207966241776,2.32022875287086,9.62008448372157,6.5777116051522e-22,1.71020501733957e-19,COX11_ENSG00000166260,COX11,ENSG00000166260
6.30618850259088,23.0596619111107,2.41882868595035,9.5334002135214,1.52214255009808e-21,3.59779148205e-19,ARIH2_ENSG00000177479,ARIH2,ENSG00000177479
44.6334166800561,24.285036621442,2.56800959834272,9.45675461537003,3.17649092503371e-21,6.88239700423971e-19,MYL6_ENSG00000092841,MYL6,ENSG00000092841
11.8830931782083,23.169451315825,2.46278856988221,9.4078117785536,5.06572918621405e-21,1.01314583724281e-18,MLF2_ENSG00000089693,MLF2,ENSG00000089693
2.16024614926893,21.4092368764258,2.28360224762132,9.37520397815618,6.90421404080332e-21,1.28221117900633e-18,SSB_ENSG00000138385,SSB,ENSG00000138385
11.9373202808346,23.3177079767606,2.49137538809143,9.35937156970298,8.0212347302608e-21,1.39034735324521e-18,FAM3A_ENSG00000071889,FAM3A,ENSG00000071889
24.2693557041421,24.3572738165323,2.62268659470707,9.28714619035633,1.58480477988551e-20,2.57530776731396e-18,NIN_ENSG00000100503,NIN,ENSG00000100503
14.7208772580404,23.3679715672661,2.52710586959327,9.24693019332313,2.31032558731847e-20,3.3640517030169e-18,SPOP_ENSG00000121067,SPOP,ENSG00000121067
2.8991385793362,21.3743047618478,2.31171750004888,9.24607127012531,2.32895887131939e-20,3.3640517030169e-18,PHF20L1_ENSG00000129292,PHF20L1,ENSG00000129292
12.2798988903932,23.2216510832695,2.52033580156858,9.21371313648642,3.15034309338249e-20,4.18632232351084e-18,SON_ENSG00000159140,SON,ENSG00000159140
11.3619940651075,23.4003329184213,2.54037819296336,9.21135797151712,3.22024794116219e-20,4.18632232351084e-18,NPIPB3_ENSG00000169246,NPIPB3,ENSG00000169246
11.1658613257861,21.6391777132928,2.36344547669003,9.15577614407174,5.39684453655586e-20,6.68180752145011e-18,LIPG_ENSG00000101670,LIPG,ENSG00000101670
13.516506184183,23.3413962387774,2.5533798764273,9.14137236463099,6.16647498250266e-20,7.2876522520486e-18,PFKP_ENSG00000067057,PFKP,ENSG00000067057
13.1473984438395,23.4510341620595,2.56850147984221,9.13023969271768,6.83477995306254e-20,7.40434494915108e-18,GAB1_ENSG00000109458,GAB1,ENSG00000109458
11.8813882010443,23.4215002813749,2.56437886877235,9.13340090522094,6.63805049327597e-20,7.40434494915108e-18,PBX1_ENSG00000185630,PBX1,ENSG00000185630
22.087422234269,24.3396355440671,2.67420901508537,9.10162048170724,8.8993932519528e-20,9.25536898203091e-18,RHOQ_ENSG00000119729,RHOQ,ENSG00000119729
13.8105097437923,23.609428188217,2.60061168617977,9.07841348006037,1.10168928086874e-19,1.10168928086874e-17,ITPRID2_ENSG00000138434,ITPRID2,ENSG00000138434
15.7859676360396,23.8893136079266,2.63909747001065,9.05207703746924,1.40274283003952e-19,1.35078939188991e-17,ITGAL_ENSG00000005844,ITGAL,ENSG00000005844
19.403757602528,24.2810455833186,2.68771927539063,9.03407056147618,1.65401985971723e-19,1.53587558402314e-17,ASCC1_ENSG00000138303,ASCC1,ENSG00000138303
8.16833193531199,22.284336540912,2.47191654409521,9.015003598784,1.96863999925315e-19,1.74355746124109e-17,FBXO11_ENSG00000138081,FBXO11,ENSG00000138081
2.61850314851725,-21.2305115632897,2.35564092797424,-9.01262637746202,2.0117970706628e-19,1.74355746124109e-17,MSL1_ENSG00000188895,MSL1,ENSG00000188895
3.66782935058875,21.8523849505294,2.43898429929223,8.9596251016748,3.25784154648647e-19,2.73238323253704e-17,ITSN1_ENSG00000205726,ITSN1,ENSG00000205726
6.42673419957001,21.7134338500075,2.42808892918557,8.94260238536265,3.80111381678764e-19,3.08840497613996e-17,RBM33_ENSG00000184863,RBM33,ENSG00000184863
4.49059735651663,21.7942469876829,2.44600063797433,8.91015588848413,5.09608593814149e-19,4.01509801186905e-17,HCK_ENSG00000101336,HCK,ENSG00000101336
17.010262055288,23.9084947224933,2.6881460271228,8.89404611254813,5.89232268972074e-19,4.50589382155115e-17,ENGASE_ENSG00000167280,ENGASE,ENSG00000167280
6.51611934727729,22.123122450899,2.51808807540965,8.78568254499989,1.5541793889036e-18,1.15453326032839e-16,DST_ENSG00000151914,DST,ENSG00000151914
2.47489489099705,21.2307211523792,2.4225518223795,8.76378410412117,1.88803255519832e-18,1.36357906764323e-16,MGST1_ENSG00000008394,MGST1,ENSG00000008394
4.58737316312716,21.4865423540805,2.46418902459849,8.71951872993245,2.79386772105574e-18,1.96325839857971e-16,CR1_ENSG00000203710,CR1,ENSG00000203710
11.6525633905826,22.7419379162449,2.61136476865319,8.70883232753962,3.0702103270267e-18,2.10067022375511e-16,CTCFL_ENSG00000124092,CTCFL,ENSG00000124092
10.4763885402736,22.8173347265033,2.63182233604979,8.66978534757434,4.32935767658741e-18,2.88623845105828e-16,LONP1_ENSG00000196365,LONP1,ENSG00000196365
1.70956530015211,20.4334959438242,2.38196844431006,8.57840749008865,9.61956367704407e-18,6.25271639007864e-16,ZNF587_ENSG00000198466,ZNF587,ENSG00000198466
1.38367305690091,20.5332379286759,2.39707442064897,8.56595763226944,1.07181293312614e-17,6.79686250275113e-16,ACADSB_ENSG00000196177,ACADSB,ENSG00000196177
7.1205163565391,-22.4441698852353,2.64334481657307,-8.49082183471347,2.05180918541152e-17,1.27016759096904e-15,CNOT7_ENSG00000198791,CNOT7,ENSG00000198791
2.69050020394904,21.1034242777267,2.48648352956679,8.48725681340164,2.11571872052306e-17,1.27927178450231e-15,ARSD_ENSG00000006756,ARSD,ENSG00000006756
2.03721187431078,21.0863656880512,2.48661280619939,8.47995539775257,2.25280285355193e-17,1.33120168618978e-15,RBM25_ENSG00000119707,RBM25,ENSG00000119707
4.55698637647757,21.6858344561596,2.56283368027714,8.46166281606481,2.63591725828961e-17,1.52297441590066e-15,PRDM5_ENSG00000138738,PRDM5,ENSG00000138738
17.8414509426628,23.0454106103452,2.74140514270081,8.40642276888743,4.22705453226515e-17,2.38920473562813e-15,VPS26C_ENSG00000157538,VPS26C,ENSG00000157538
4.08801726600635,21.8043301047144,2.59534682514803,8.40131649975943,4.41500669539585e-17,2.44234412936792e-15,FBXW7_ENSG00000109670,FBXW7,ENSG00000109670
3.68453702927174,20.9105674002928,2.50429928877613,8.34986756335819,6.83395508501799e-17,3.70172567105141e-15,ANKRD44_ENSG00000065413,ANKRD44,ENSG00000065413
3.03246822589431,21.2370778024241,2.55626203279935,8.30786418995064,9.74399559746523e-17,5.17028337824686e-15,EXOC3_ENSG00000180104,EXOC3,ENSG00000180104
11.9426896745484,23.0949449702275,2.78497418485768,8.29269624680837,1.10709800611032e-16,5.75690963177365e-15,YWHAE_ENSG00000108953,YWHAE,ENSG00000108953
1.81473214504086,20.3335382741883,2.46078598676147,8.2630258720501,1.42025441659833e-16,7.24051271206991e-15,NEK2_ENSG00000117650,NEK2,ENSG00000117650
7.68568673966894,22.7148199298853,2.75023996448236,8.25921382251478,1.46635046675047e-16,7.33175233375235e-15,P2RY10_ENSG00000078589,P2RY10,ENSG00000078589
6.77625849634326,22.1623949369942,2.68550696012675,8.25259262629061,1.54994681502902e-16,7.60351267750087e-15,IGF2BP3_ENSG00000136231,IGF2BP3,ENSG00000136231
12.3921337379167,19.7167367153758,2.42278756034007,8.13803778677496,4.01735474805817e-16,1.93428191573171e-14,POLR2J2_ENSG00000228049,POLR2J2,ENSG00000228049
18.382297704896,22.5260381042177,2.77469899280499,8.11837181713384,4.72479381156263e-16,2.2335388927387e-14,NUB1_ENSG00000013374,NUB1,ENSG00000013374
14.0570606036599,23.028142489804,2.84044740924847,8.10722367709557,5.17894710347778e-16,2.40451115518611e-14,FAM177A1_ENSG00000151327,FAM177A1,ENSG00000151327
4.03785500599512,21.7267662879991,2.69433495522707,8.06386980425307,7.39164802057054e-16,3.37162892166376e-14,BRD7_ENSG00000166164,BRD7,ENSG00000166164
4.69580934030862,21.0248124352749,2.62360504239003,8.01371094184279,1.11298117652795e-15,4.98922596374599e-14,TMEM120B_ENSG00000188735,TMEM120B,ENSG00000188735
2.72798127368055,19.7065914108674,2.4831913907824,7.93599377157082,2.08816491082501e-15,9.20208265787292e-14,HSD17B7_ENSG00000132196,HSD17B7,ENSG00000132196
1.45656378435978,20.3354430543096,2.57752894822459,7.88951102501359,3.033728319754e-15,1.31461560522673e-13,RPL23_ENSG00000125691,RPL23,ENSG00000125691
2.35663517300905,20.8264335708747,2.70844046083143,7.68945593305803,1.47762016433845e-14,6.29805315947536e-13,VGLL3_ENSG00000206538,VGLL3,ENSG00000206538
2.83858370220752,20.5780473959538,2.70401715538164,7.61017634632923,2.73722188861025e-14,1.14786724361075e-12,MPL_ENSG00000117400,MPL,ENSG00000117400
67.2198223138172,24.6605749831192,3.27584176768856,7.52801164768093,5.15187973192845e-14,2.12617258777999e-12,PRR5_ENSG00000186654,PRR5,ENSG00000186654
7.96287843123103,22.0544415443105,2.95698065510518,7.45843281261711,8.75576475555809e-14,3.55702943194548e-12,PWWP3A_ENSG00000160953,PWWP3A,ENSG00000160953
20.0209584514417,23.0942294731996,3.10143244697749,7.44631065419663,9.59866336188492e-14,3.83946534475397e-12,TNFRSF1A_ENSG00000067182,TNFRSF1A,ENSG00000067182
16.9837661717433,22.8178255989229,3.10703799987858,7.34391584519231,2.07433577867809e-13,8.0496612306911e-12,DHRS7_ENSG00000100612,DHRS7,ENSG00000100612
5.0744810331859,20.4862702227631,2.789336838165,7.34449491451174,2.0653754565398e-13,8.0496612306911e-12,PCDHA4_ENSG00000204967,PCDHA4,ENSG00000204967
7.7377831302648,21.3250035881701,2.9595417970768,7.2055085044696,5.78276344404437e-13,2.21105661095814e-11,LRRC25_ENSG00000175489,LRRC25,ENSG00000175489
12.6244895408919,22.2674863688829,3.15401369818321,7.06004745055784,1.6644575713995e-12,6.27186910962129e-11,RNF10_ENSG00000022840,RNF10,ENSG00000022840
34.4781570946778,24.57733715066,3.57556166525612,6.87369970135854,6.2557829343045e-12,2.32357651845596e-10,ADCY3_ENSG00000138031,ADCY3,ENSG00000138031
12.0440273344533,23.3645726637499,3.42146728806963,6.82881661479572,8.56179356479811e-12,3.13530468570072e-10,ANKLE2_ENSG00000176915,ANKLE2,ENSG00000176915
6.8555914091388,21.6662913167186,3.20495361147736,6.76025114345765,1.37752747101199e-11,4.97440475643218e-10,STK17B_ENSG00000081320,STK17B,ENSG00000081320
108.735738471927,10.2452663467365,1.52234479102972,6.72992505187116,1.69750501476729e-11,6.04590827177391e-10,S100A9_ENSG00000163220,S100A9,ENSG00000163220
29.5371397273369,24.7298743180954,3.7056198884108,6.67361333941379,2.49580664964326e-11,8.76905039063848e-10,NCOA2_ENSG00000140396,NCOA2,ENSG00000140396
3.36925381381723,20.6003742991445,3.09309545832405,6.66011591840962,2.73611696915376e-11,9.48520549306637e-10,MORF4L1_ENSG00000185787,MORF4L1,ENSG00000185787
30.1318726090433,23.0913417059674,3.49652365902172,6.60408564557748,3.99978254063347e-11,1.36834665863777e-09,RPS11_ENSG00000142534,RPS11,ENSG00000142534
32.8413626946776,21.3624789170536,3.24822308267274,6.57666618743312,4.81113217907993e-11,1.62453813839063e-09,ERN1_ENSG00000178607,ERN1,ENSG00000178607
3.3389698629784,21.6823500259126,3.31467375583032,6.54132250203345,6.09771760983849e-11,2.03257253661283e-09,ZNF382_ENSG00000161298,ZNF382,ENSG00000161298
20.5232311246914,20.2617254021931,3.10687728968877,6.52157247067287,6.95740910083309e-11,2.28978021040076e-09,LBH_ENSG00000213626,LBH,ENSG00000213626
12.8420219502998,20.9572039678947,3.21864690245811,6.51118454524773,7.45604729689423e-11,2.42321537149062e-09,USF2_ENSG00000105698,USF2,ENSG00000105698
5.07250171640355,21.4622548674942,3.32364424622138,6.45744648871321,1.06484385468432e-10,3.41801731133237e-09,PLAC8_ENSG00000145287,PLAC8,ENSG00000145287
13.4393154247474,19.6565470397767,3.05107179650823,6.44250556878815,1.17517051056879e-10,3.72615039936445e-09,FCER1G_ENSG00000158869,FCER1G,ENSG00000158869
23.5657029626745,22.8410901528276,3.57811300740351,6.38355750798446,1.73020576765534e-10,5.41992168181189e-09,RPS18_ENSG00000231500,RPS18,ENSG00000231500
6.14577393991561,21.3371130296451,3.42065966507489,6.23771877907007,4.4399790899802e-10,1.37427924213673e-08,CCDC91_ENSG00000123106,CCDC91,ENSG00000123106
1.21695344593462,20.1852729583773,3.26344577528522,6.1852637819953,6.19987095116985e-10,1.89643111447548e-08,CLEC2B_ENSG00000110852,CLEC2B,ENSG00000110852
